ticker,quarter,eps_beat,next_quarter_estimated,next_quarter_actual
BR,2010-Q1,1,0.21,0.22
BR,2010-Q2,0,0.84,0.84
BR,2010-Q3,0,0.12,0.1
BR,2010-Q4,0,0.14,0.08
BR,2011-Q1,1,0.2,0.25
BR,2011-Q2,1,0.91,0.94
BR,2011-Q3,1,0.1,0.15
BR,2011-Q4,1,0.11,0.12
BR,2012-Q1,1,0.25,0.28
BR,2012-Q2,1,0.95,1.0
BR,2012-Q3,1,0.15,0.18
BR,2012-Q4,0,0.19,0.17
BR,2013-Q1,1,0.34,0.39
BR,2013-Q2,1,1.08,1.15
BR,2013-Q3,1,0.2,0.39
BR,2013-Q4,0,0.26,0.25
BR,2014-Q1,1,0.4,0.44
BR,2014-Q2,1,1.16,1.17
BR,2014-Q3,1,0.28,0.3
BR,2014-Q4,1,0.29,0.32
BR,2015-Q1,0,0.52,0.47
BR,2015-Q2,1,1.38,1.4
BR,2015-Q3,1,0.27,0.33
BR,2015-Q4,1,0.33,0.38
BR,2016-Q1,1,0.51,0.58
BR,2016-Q2,0,1.45,1.45
BR,2016-Q3,0,0.37,0.36
BR,2016-Q4,1,0.38,0.39
BR,2017-Q1,1,0.62,0.69
BR,2017-Q2,1,1.7,1.71
BR,2017-Q3,1,0.42,0.54
BR,2017-Q4,1,0.55,0.79
BR,2018-Q1,1,0.79,1.0
BR,2018-Q2,0,1.87,1.86
BR,2018-Q3,1,0.68,0.79
BR,2018-Q4,0,0.71,0.56
BR,2019-Q1,1,1.49,1.59
BR,2019-Q2,1,1.71,1.72
BR,2019-Q3,0,0.7,0.68
BR,2019-Q4,0,0.71,0.53
BR,2020-Q1,0,1.7,1.67
BR,2020-Q2,1,2.09,2.15
BR,2020-Q3,1,0.63,0.98
BR,2020-Q4,1,0.69,0.73
BR,2021-Q1,1,1.68,1.76
BR,2021-Q2,0,2.19,2.19
BR,2021-Q3,1,0.97,1.07
BR,2021-Q4,0,0.82,0.82
BR,2022-Q1,1,1.78,1.93
BR,2022-Q2,1,2.62,2.65
BR,2022-Q3,0,0.88,0.84
BR,2022-Q4,1,0.9,0.91
BR,2023-Q1,1,2.03,2.05
BR,2023-Q2,1,3.1,3.21
BR,2023-Q3,1,0.97,1.09
BR,2023-Q4,1,0.89,0.92
BR,2024-Q1,0,2.24,2.23
BR,2024-Q2,1,3.49,3.5
BR,2024-Q3,1,0.97,1.0
BR,2024-Q4,1,1.49,1.56
BR,2025-Q1,1,2.41,2.44
BR,2025-Q2,1,3.5,3.55
BR,2025-Q3,1,1.25,1.51
BR,2025-Q4,1,1.36,1.59
C,2001-Q3,0,6.38,6.3
C,2001-Q4,1,7.24,7.4
C,2002-Q1,0,7.75,7.4
C,2002-Q2,1,7.73,7.8
C,2002-Q3,1,7.34,7.4
C,2002-Q4,1,4.56,4.7
C,2003-Q1,1,7.74,7.9
C,2003-Q2,1,8.0,8.3
C,2003-Q3,1,8.45,9.0
C,2003-Q4,1,8.96,9.1
C,2004-Q1,1,9.46,9.8
C,2004-Q2,1,9.72,10.2
C,2004-Q3,0,9.9,9.8
C,2004-Q4,1,10.12,10.2
C,2005-Q1,1,10.16,10.3
C,2005-Q2,0,10.07,9.7
C,2005-Q3,1,9.84,10.2
C,2005-Q4,0,10.02,9.8
C,2006-Q1,1,10.22,10.8
C,2006-Q2,0,10.56,10.5
C,2006-Q3,0,10.34,10.1
C,2006-Q4,1,10.18,10.3
C,2007-Q1,1,10.96,11.8
C,2007-Q2,1,11.32,11.8
C,2007-Q3,1,4.69,4.7
C,2007-Q4,0,-10.06,-19.9
C,2008-Q1,0,-9.57,-10.2
C,2008-Q2,1,-6.66,-4.9
C,2008-Q3,0,-6.99,-7.1
C,2008-Q4,0,-12.49,-24.4
C,2009-Q1,1,-2.97,-1.2
C,2009-Q2,0,-3.05,-6.2
C,2009-Q3,1,-3.32,-2.7
C,2009-Q4,0,-3.27,-3.3
C,2010-Q1,1,-0.07,1.5
C,2010-Q2,1,0.46,0.9
C,2010-Q3,1,0.55,0.8
C,2010-Q4,0,0.77,0.4
C,2011-Q1,1,0.95,1.0
C,2011-Q2,1,0.96,1.09
C,2011-Q3,1,0.79,1.23
C,2011-Q4,0,0.59,0.38
C,2012-Q1,1,1.0,1.11
C,2012-Q2,1,0.89,1.0
C,2012-Q3,1,0.99,1.06
C,2012-Q4,0,0.97,0.69
C,2013-Q1,1,1.17,1.29
C,2013-Q2,1,1.18,1.25
C,2013-Q3,0,1.09,1.02
C,2013-Q4,0,0.98,0.82
C,2014-Q1,1,1.16,1.3
C,2014-Q2,1,1.08,1.24
C,2014-Q3,1,1.13,1.15
C,2014-Q4,1,1.07,1.16
C,2015-Q1,1,1.41,1.52
C,2015-Q2,1,1.35,1.45
C,2015-Q3,1,1.28,1.31
C,2015-Q4,0,1.07,1.06
C,2016-Q1,1,1.05,1.1
C,2016-Q2,1,1.1,1.24
C,2016-Q3,1,1.16,1.24
C,2016-Q4,1,1.12,1.14
C,2017-Q1,1,1.24,1.26
C,2017-Q2,1,1.21,1.28
C,2017-Q3,0,1.3,1.29
C,2017-Q4,1,1.19,1.2
C,2018-Q1,1,1.6,1.68
C,2018-Q2,1,1.56,1.63
C,2018-Q3,1,1.66,1.73
C,2018-Q4,1,1.55,1.61
C,2019-Q1,1,1.79,1.87
C,2019-Q2,1,1.81,1.83
C,2019-Q3,1,1.95,1.97
C,2019-Q4,1,1.8,1.9
C,2020-Q1,0,1.57,1.06
C,2020-Q2,1,0.32,0.51
C,2020-Q3,1,0.87,1.4
C,2020-Q4,1,1.31,2.07
C,2021-Q1,1,2.53,3.62
C,2021-Q2,1,1.89,2.84
C,2021-Q3,1,1.79,2.15
C,2021-Q4,0,1.63,1.46
C,2022-Q1,1,1.41,2.02
C,2022-Q2,1,1.67,2.3
C,2022-Q3,1,1.43,1.63
C,2022-Q4,0,1.21,1.16
C,2023-Q1,1,1.7,1.86
C,2023-Q2,0,1.38,1.37
C,2023-Q3,1,1.22,1.52
C,2023-Q4,1,0.69,0.84
C,2024-Q1,1,1.27,1.79
C,2024-Q2,1,1.39,1.56
C,2024-Q3,1,1.32,1.52
C,2024-Q4,1,1.24,1.35
C,2025-Q1,1,1.85,1.96
C,2025-Q2,1,1.59,2.04
C,2025-Q3,1,1.93,2.26
C,2025-Q4,0,1.62,1.24
CRM,2005-Q1,0,0.01,0.01
CRM,2005-Q2,0,0.01,0.01
CRM,2005-Q3,0,0.01,0.01
CRM,2005-Q4,0,0.01,0.01
CRM,2006-Q1,0,0.01,0.01
CRM,2006-Q2,1,0.01,0.02
CRM,2006-Q3,1,0.01,0.02
CRM,2006-Q4,0,0.02,0.02
CRM,2007-Q1,0,0.02,0.02
CRM,2007-Q2,0,0.02,0.02
CRM,2007-Q3,0,0.03,0.03
CRM,2007-Q4,0,0.03,0.03
CRM,2008-Q1,0,0.04,0.04
CRM,2008-Q2,0,0.05,0.04
CRM,2008-Q3,1,0.04,0.05
CRM,2008-Q4,1,0.05,0.06
CRM,2009-Q1,0,0.06,0.06
CRM,2009-Q2,0,0.04,0.04
CRM,2009-Q3,0,0.04,0.04
CRM,2009-Q4,0,0.04,0.04
CRM,2010-Q1,0,0.08,0.08
CRM,2010-Q2,0,0.07,0.07
CRM,2010-Q3,0,0.08,0.08
CRM,2010-Q4,1,0.07,0.08
CRM,2011-Q1,0,0.07,0.07
CRM,2011-Q2,1,0.07,0.08
CRM,2011-Q3,1,0.08,0.09
CRM,2011-Q4,1,0.1,0.11
CRM,2012-Q1,0,0.09,0.09
CRM,2012-Q2,1,0.1,0.11
CRM,2012-Q3,0,0.08,0.08
CRM,2012-Q4,1,0.1,0.13
CRM,2013-Q1,0,0.1,0.1
CRM,2013-Q2,1,0.07,0.09
CRM,2013-Q3,0,0.09,0.09
CRM,2013-Q4,1,0.06,0.07
CRM,2014-Q1,1,0.1,0.11
CRM,2014-Q2,1,0.12,0.13
CRM,2014-Q3,1,0.13,0.14
CRM,2014-Q4,0,0.14,0.14
CRM,2015-Q1,1,0.14,0.16
CRM,2015-Q2,1,0.17,0.19
CRM,2015-Q3,1,0.19,0.21
CRM,2015-Q4,0,0.19,0.19
CRM,2016-Q1,1,0.23,0.24
CRM,2016-Q2,1,0.22,0.24
CRM,2016-Q3,1,0.21,0.24
CRM,2016-Q4,1,0.25,0.28
CRM,2017-Q1,1,0.26,0.28
CRM,2017-Q2,1,0.32,0.33
CRM,2017-Q3,1,0.37,0.39
CRM,2017-Q4,1,0.34,0.35
CRM,2018-Q1,1,0.46,0.74
CRM,2018-Q2,1,0.47,0.71
CRM,2018-Q3,1,0.5,0.61
CRM,2018-Q4,1,0.55,0.7
CRM,2019-Q1,1,0.61,0.93
CRM,2019-Q2,1,0.47,0.66
CRM,2019-Q3,1,0.66,0.75
CRM,2019-Q4,1,0.56,0.66
CRM,2020-Q1,1,0.69,0.7
CRM,2020-Q2,1,0.67,1.44
CRM,2020-Q3,1,0.75,1.74
CRM,2020-Q4,1,0.75,1.04
CRM,2021-Q1,1,0.88,1.21
CRM,2021-Q2,1,0.93,1.48
CRM,2021-Q3,1,0.92,1.27
CRM,2021-Q4,1,0.75,0.84
CRM,2022-Q1,1,0.94,0.98
CRM,2022-Q2,1,1.03,1.19
CRM,2022-Q3,1,1.22,1.4
CRM,2022-Q4,1,1.36,1.68
CRM,2023-Q1,1,1.61,1.69
CRM,2023-Q2,1,1.9,2.12
CRM,2023-Q3,1,2.06,2.11
CRM,2023-Q4,1,2.27,2.29
CRM,2024-Q1,1,2.37,2.44
CRM,2024-Q2,1,2.36,2.56
CRM,2024-Q3,0,2.45,2.41
CRM,2024-Q4,1,2.61,2.78
CRM,2025-Q1,1,2.55,2.58
CRM,2025-Q2,1,2.78,2.91
CRM,2025-Q3,1,2.86,3.25
DAL,2007-Q3,1,0.41,0.56
DAL,2007-Q4,0,-0.18,-0.18
DAL,2008-Q1,0,-0.55,-0.69
DAL,2008-Q2,1,0.12,0.35
DAL,2008-Q3,0,-0.02,-0.07
DAL,2008-Q4,0,-0.34,-0.5
DAL,2009-Q1,1,-0.98,-0.84
DAL,2009-Q2,1,-0.29,-0.24
DAL,2009-Q3,1,-0.04,0.06
DAL,2009-Q4,0,-0.24,-0.27
DAL,2010-Q1,1,-0.24,-0.23
DAL,2010-Q2,0,0.65,0.65
DAL,2010-Q3,1,0.94,1.1
DAL,2010-Q4,0,0.25,0.19
DAL,2011-Q1,1,-0.51,-0.38
DAL,2011-Q2,0,0.48,0.43
DAL,2011-Q3,1,0.89,0.91
DAL,2011-Q4,1,0.38,0.45
DAL,2012-Q1,0,-0.04,-0.05
DAL,2012-Q2,1,0.67,0.69
DAL,2012-Q3,0,0.93,0.9
DAL,2012-Q4,0,0.28,0.28
DAL,2013-Q1,1,0.07,0.1
DAL,2013-Q2,1,0.95,0.98
DAL,2013-Q3,1,1.36,1.41
DAL,2013-Q4,1,0.64,0.65
DAL,2014-Q1,1,0.29,0.33
DAL,2014-Q2,0,1.04,1.04
DAL,2014-Q3,1,1.18,1.2
DAL,2014-Q4,1,0.77,0.78
DAL,2015-Q1,1,0.44,0.45
DAL,2015-Q2,1,1.21,1.27
DAL,2015-Q3,1,1.72,1.74
DAL,2015-Q4,0,1.19,1.18
DAL,2016-Q1,1,1.3,1.32
DAL,2016-Q2,1,1.42,1.47
DAL,2016-Q3,1,1.65,1.7
DAL,2016-Q4,0,0.82,0.82
DAL,2017-Q1,1,0.75,0.77
DAL,2017-Q2,0,1.67,1.64
DAL,2017-Q3,1,1.53,1.57
DAL,2017-Q4,1,0.88,0.96
DAL,2018-Q1,1,0.73,0.74
DAL,2018-Q2,1,1.72,1.77
DAL,2018-Q3,1,1.74,1.8
DAL,2018-Q4,1,1.26,1.3
DAL,2019-Q1,1,0.91,0.96
DAL,2019-Q2,1,2.28,2.35
DAL,2019-Q3,1,2.27,2.32
DAL,2019-Q4,1,1.39,1.7
DAL,2020-Q1,1,-0.82,-0.51
DAL,2020-Q2,0,-4.16,-4.43
DAL,2020-Q3,0,-2.96,-3.3
DAL,2020-Q4,0,-2.45,-2.53
DAL,2021-Q1,0,-3.17,-3.55
DAL,2021-Q2,1,-1.39,-1.07
DAL,2021-Q3,1,0.15,0.3
DAL,2021-Q4,1,0.15,0.22
DAL,2022-Q1,1,-1.27,-1.23
DAL,2022-Q2,0,1.72,1.44
DAL,2022-Q3,0,1.53,1.51
DAL,2022-Q4,1,1.32,1.48
DAL,2023-Q1,0,0.29,0.25
DAL,2023-Q2,1,2.4,2.68
DAL,2023-Q3,1,1.95,2.03
DAL,2023-Q4,1,1.16,1.28
DAL,2024-Q1,1,0.36,0.45
DAL,2024-Q2,0,2.38,2.36
DAL,2024-Q3,0,1.52,1.5
DAL,2024-Q4,1,1.74,1.85
DAL,2025-Q1,1,0.39,0.46
DAL,2025-Q2,1,2.04,2.1
DAL,2025-Q3,1,1.53,1.71
DAL,2025-Q4,0,1.55,1.55
GS,2001-Q2,1,0.81,0.87
GS,2001-Q3,1,0.9,0.93
GS,2001-Q4,1,0.89,0.98
GS,2002-Q1,1,0.98,1.06
GS,2002-Q2,1,0.99,1.0
GS,2002-Q3,1,0.96,0.98
GS,2002-Q4,1,0.96,1.29
GS,2003-Q1,1,1.19,1.36
GS,2003-Q2,1,1.23,1.32
GS,2003-Q3,1,1.54,1.89
GS,2003-Q4,1,1.62,2.5
GS,2004-Q1,1,1.95,2.31
GS,2004-Q2,1,1.44,1.74
GS,2004-Q3,0,2.36,2.36
GS,2004-Q4,1,2.24,2.94
GS,2005-Q1,0,1.85,1.71
GS,2005-Q2,1,2.35,3.25
GS,2005-Q3,0,3.49,3.35
GS,2005-Q4,1,3.38,5.08
GS,2006-Q1,1,4.59,4.78
GS,2006-Q2,1,2.96,3.26
GS,2006-Q3,1,6.36,6.59
GS,2006-Q4,1,5.0,6.67
GS,2007-Q1,1,4.76,4.93
GS,2007-Q2,1,4.25,6.13
GS,2007-Q3,1,6.76,7.01
GS,2007-Q4,1,2.57,3.23
GS,2008-Q1,1,3.34,4.58
GS,2008-Q2,1,1.75,1.81
GS,2008-Q3,1,-4.98,-4.97
GS,2008-Q4,1,1.73,3.39
GS,2009-Q2,1,3.39,4.93
GS,2009-Q3,1,4.23,5.25
GS,2009-Q4,1,5.15,8.2
GS,2010-Q1,1,4.08,5.59
GS,2010-Q2,0,1.05,0.78
GS,2010-Q3,1,2.33,2.98
GS,2010-Q4,1,3.73,3.79
GS,2011-Q1,1,0.83,1.56
GS,2011-Q2,0,2.31,1.85
GS,2011-Q3,0,-0.05,-0.84
GS,2011-Q4,1,1.34,1.84
GS,2012-Q1,1,3.53,3.92
GS,2012-Q2,1,1.23,1.78
GS,2012-Q3,1,2.2,2.85
GS,2012-Q4,1,3.71,5.6
GS,2013-Q1,1,3.94,4.29
GS,2013-Q2,1,2.91,3.7
GS,2013-Q3,1,2.47,2.88
GS,2013-Q4,1,4.17,4.6
GS,2014-Q1,1,3.5,4.02
GS,2014-Q2,1,3.09,4.1
GS,2014-Q3,1,3.14,4.57
GS,2014-Q4,0,4.43,4.38
GS,2015-Q1,1,4.27,5.94
GS,2015-Q2,0,3.95,1.98
GS,2015-Q3,0,3.08,2.9
GS,2015-Q4,1,3.56,4.68
GS,2016-Q1,1,2.46,2.68
GS,2016-Q2,1,3.03,3.72
GS,2016-Q3,1,3.86,4.88
GS,2016-Q4,1,4.74,5.08
GS,2017-Q1,0,5.24,5.15
GS,2017-Q2,1,3.41,3.95
GS,2017-Q3,1,4.16,5.02
GS,2017-Q4,1,-6.9,-5.51
GS,2018-Q1,1,5.54,6.95
GS,2018-Q2,1,4.64,5.98
GS,2018-Q3,1,5.38,6.28
GS,2018-Q4,1,4.71,6.04
GS,2019-Q1,1,5.1,5.71
GS,2019-Q2,1,5.09,5.81
GS,2019-Q3,0,4.88,4.79
GS,2019-Q4,0,5.45,4.69
GS,2020-Q1,0,3.29,3.11
GS,2020-Q2,0,4.01,0.53
GS,2020-Q3,1,5.44,9.68
GS,2020-Q4,1,7.24,12.08
GS,2021-Q1,1,9.97,18.6
GS,2021-Q2,1,10.2,15.02
GS,2021-Q3,1,10.11,14.93
GS,2021-Q4,0,11.81,10.81
GS,2022-Q1,1,9.2,10.76
GS,2022-Q2,1,6.63,7.73
GS,2022-Q3,1,7.68,8.25
GS,2022-Q4,0,5.77,3.32
GS,2023-Q1,1,8.07,8.79
GS,2023-Q2,0,3.92,3.08
GS,2023-Q3,0,5.51,5.47
GS,2023-Q4,1,3.94,5.48
GS,2024-Q1,1,8.7,11.58
GS,2024-Q2,1,8.4,8.41
GS,2024-Q3,1,6.92,8.4
GS,2024-Q4,1,8.29,10.97
GS,2025-Q1,1,12.26,14.12
GS,2025-Q2,1,9.66,10.91
GS,2025-Q3,1,11.09,12.25
GS,2025-Q4,1,11.65,14.01
INTC,2002-Q1,0,0.15,0.15
INTC,2002-Q2,0,0.11,0.1
INTC,2002-Q3,0,0.13,0.11
INTC,2002-Q4,1,0.14,0.16
INTC,2003-Q1,1,0.12,0.14
INTC,2003-Q2,1,0.13,0.14
INTC,2003-Q3,1,0.23,0.25
INTC,2003-Q4,1,0.25,0.27
INTC,2004-Q1,1,0.27,0.28
INTC,2004-Q2,0,0.27,0.27
INTC,2004-Q3,0,0.27,0.26
INTC,2004-Q4,1,0.31,0.33
INTC,2005-Q1,1,0.31,0.34
INTC,2005-Q2,0,0.33,0.33
INTC,2005-Q3,1,0.34,0.38
INTC,2005-Q4,0,0.43,0.4
INTC,2006-Q1,1,0.22,0.23
INTC,2006-Q2,1,0.13,0.15
INTC,2006-Q3,1,0.17,0.21
INTC,2006-Q4,0,0.25,0.25
INTC,2007-Q1,0,0.22,0.22
INTC,2007-Q2,0,0.19,0.19
INTC,2007-Q3,1,0.3,0.31
INTC,2007-Q4,0,0.4,0.38
INTC,2008-Q1,0,0.26,0.25
INTC,2008-Q2,1,0.26,0.28
INTC,2008-Q3,1,0.34,0.35
INTC,2008-Q4,0,0.05,0.04
INTC,2009-Q1,1,0.03,0.11
INTC,2009-Q2,1,0.09,0.18
INTC,2009-Q3,1,0.28,0.33
INTC,2009-Q4,1,0.42,0.55
INTC,2010-Q1,1,0.38,0.43
INTC,2010-Q2,1,0.43,0.51
INTC,2010-Q3,1,0.5,0.52
INTC,2010-Q4,1,0.53,0.59
INTC,2011-Q1,1,0.46,0.59
INTC,2011-Q2,1,0.51,0.59
INTC,2011-Q3,1,0.61,0.69
INTC,2011-Q4,1,0.63,0.68
INTC,2012-Q1,1,0.53,0.56
INTC,2012-Q2,1,0.55,0.57
INTC,2012-Q3,1,0.52,0.6
INTC,2012-Q4,1,0.49,0.51
INTC,2013-Q1,0,0.44,0.4
INTC,2013-Q2,0,0.4,0.39
INTC,2013-Q3,1,0.53,0.58
INTC,2013-Q4,0,0.52,0.51
INTC,2014-Q1,1,0.37,0.38
INTC,2014-Q2,1,0.52,0.55
INTC,2014-Q3,1,0.65,0.66
INTC,2014-Q4,1,0.66,0.74
INTC,2015-Q1,0,0.41,0.41
INTC,2015-Q2,1,0.5,0.55
INTC,2015-Q3,1,0.59,0.64
INTC,2015-Q4,1,0.63,0.74
INTC,2016-Q1,1,0.48,0.54
INTC,2016-Q2,1,0.53,0.59
INTC,2016-Q3,1,0.72,0.8
INTC,2016-Q4,1,0.75,0.79
INTC,2017-Q1,1,0.65,0.66
INTC,2017-Q2,1,0.68,0.72
INTC,2017-Q3,1,0.8,1.01
INTC,2017-Q4,1,0.87,1.08
INTC,2018-Q1,1,0.67,0.93
INTC,2018-Q2,1,0.97,1.04
INTC,2018-Q3,1,1.15,1.4
INTC,2018-Q4,1,1.22,1.28
INTC,2019-Q1,1,0.87,0.89
INTC,2019-Q2,1,0.9,1.06
INTC,2019-Q3,1,1.24,1.42
INTC,2019-Q4,1,1.25,1.52
INTC,2020-Q1,1,1.26,1.45
INTC,2020-Q2,1,1.11,1.23
INTC,2020-Q3,0,1.11,1.11
INTC,2020-Q4,1,1.11,1.52
INTC,2021-Q1,1,1.14,1.39
INTC,2021-Q2,1,1.07,1.28
INTC,2021-Q3,1,1.11,1.71
INTC,2021-Q4,1,0.91,1.09
INTC,2022-Q1,1,0.8,0.87
INTC,2022-Q2,0,0.7,0.29
INTC,2022-Q3,1,0.33,0.59
INTC,2022-Q4,0,0.2,0.1
INTC,2023-Q1,1,-0.14,-0.04
INTC,2023-Q2,1,-0.03,0.13
INTC,2023-Q3,1,0.22,0.41
INTC,2023-Q4,1,0.45,0.54
INTC,2024-Q1,1,0.14,0.18
INTC,2024-Q2,0,0.1,0.02
INTC,2024-Q3,0,-0.25,-3.88
INTC,2024-Q4,1,0.12,0.13
INTC,2025-Q2,0,0.01,-0.1
INTC,2025-Q3,1,0.01,0.23
INTC,2025-Q4,1,0.08,0.15
JPM,2001-Q3,0,0.51,0.51
JPM,2001-Q4,0,0.35,0.12
JPM,2002-Q1,1,0.53,0.57
JPM,2002-Q2,0,0.65,0.58
JPM,2002-Q3,1,0.07,0.16
JPM,2002-Q4,0,-0.07,-0.07
JPM,2003-Q1,1,0.5,0.69
JPM,2003-Q2,1,0.62,0.89
JPM,2003-Q3,1,0.76,0.78
JPM,2003-Q4,1,0.77,0.89
JPM,2004-Q1,1,0.87,0.92
JPM,2004-Q2,1,0.83,0.85
JPM,2004-Q3,0,0.74,0.6
JPM,2004-Q4,0,0.69,0.64
JPM,2005-Q1,1,0.7,0.81
JPM,2005-Q2,1,0.65,0.66
JPM,2005-Q3,1,0.72,0.75
JPM,2005-Q4,0,0.73,0.73
JPM,2006-Q1,1,0.83,0.86
JPM,2006-Q2,1,0.87,0.92
JPM,2006-Q3,1,0.86,0.91
JPM,2006-Q4,1,0.94,1.01
JPM,2007-Q1,1,1.02,1.23
JPM,2007-Q2,1,1.08,1.2
JPM,2007-Q3,1,0.9,0.97
JPM,2007-Q4,0,0.91,0.86
JPM,2008-Q1,1,0.65,0.68
JPM,2008-Q2,1,0.44,0.54
JPM,2008-Q3,1,-0.29,-0.06
JPM,2008-Q4,0,0.01,-0.28
JPM,2009-Q1,1,0.3,0.4
JPM,2009-Q2,1,0.06,0.28
JPM,2009-Q3,1,0.53,0.82
JPM,2009-Q4,1,0.61,0.74
JPM,2010-Q1,1,0.64,0.74
JPM,2010-Q2,1,0.74,1.09
JPM,2010-Q3,1,0.9,1.01
JPM,2010-Q4,1,1.01,1.12
JPM,2011-Q1,1,1.16,1.28
JPM,2011-Q2,1,1.2,1.27
JPM,2011-Q3,1,0.91,1.02
JPM,2011-Q4,0,0.91,0.9
JPM,2012-Q1,1,1.17,1.31
JPM,2012-Q2,1,0.82,1.21
JPM,2012-Q3,1,1.23,1.4
JPM,2012-Q4,1,1.21,1.39
JPM,2013-Q1,1,1.38,1.59
JPM,2013-Q2,1,1.45,1.6
JPM,2013-Q3,1,1.28,1.42
JPM,2013-Q4,1,1.33,1.4
JPM,2014-Q1,0,1.4,1.28
JPM,2014-Q2,1,1.3,1.46
JPM,2014-Q3,1,1.38,1.62
JPM,2014-Q4,0,1.32,1.19
JPM,2015-Q1,1,1.41,1.45
JPM,2015-Q2,1,1.44,1.54
JPM,2015-Q3,0,1.37,1.32
JPM,2015-Q4,1,1.26,1.32
JPM,2016-Q1,1,1.26,1.35
JPM,2016-Q2,1,1.43,1.55
JPM,2016-Q3,1,1.39,1.58
JPM,2016-Q4,1,1.42,1.58
JPM,2017-Q1,1,1.51,1.65
JPM,2017-Q2,1,1.59,1.71
JPM,2017-Q3,1,1.66,1.76
JPM,2017-Q4,1,1.69,1.76
JPM,2018-Q1,0,2.29,2.26
JPM,2018-Q2,1,2.22,2.29
JPM,2018-Q3,1,2.26,2.34
JPM,2018-Q4,0,2.19,1.98
JPM,2019-Q1,1,2.35,2.65
JPM,2019-Q2,1,2.49,2.82
JPM,2019-Q3,1,2.45,2.68
JPM,2019-Q4,1,2.36,2.57
JPM,2020-Q1,1,2.2,2.89
JPM,2020-Q2,0,1.21,1.08
JPM,2020-Q3,1,2.24,3.09
JPM,2020-Q4,1,2.65,3.07
JPM,2021-Q1,1,3.06,4.59
JPM,2021-Q2,1,3.17,3.78
JPM,2021-Q3,1,3.0,3.55
JPM,2021-Q4,1,3.03,3.33
JPM,2022-Q1,0,2.71,2.63
JPM,2022-Q2,0,2.9,2.76
JPM,2022-Q3,1,2.85,3.12
JPM,2022-Q4,1,3.1,3.57
JPM,2023-Q1,1,3.37,4.1
JPM,2023-Q2,1,3.76,4.75
JPM,2023-Q3,1,3.97,4.33
JPM,2023-Q4,0,3.6,3.04
JPM,2024-Q1,1,4.13,4.44
JPM,2024-Q2,1,4.53,6.12
JPM,2024-Q3,1,3.99,4.37
JPM,2024-Q4,1,4.04,4.81
JPM,2025-Q1,1,4.64,5.07
JPM,2025-Q2,1,4.47,4.96
JPM,2025-Q3,1,4.87,5.07
JPM,2025-Q4,0,4.82,4.63
MS,2001-Q2,1,0.64,0.65
MS,2001-Q3,1,0.69,0.78
MS,2001-Q4,1,0.69,0.76
MS,2002-Q1,0,0.72,0.72
MS,2002-Q2,0,0.67,0.55
MS,2002-Q3,1,0.74,0.81
MS,2002-Q4,1,0.63,0.82
MS,2003-Q1,0,0.68,0.55
MS,2003-Q2,1,0.7,0.83
MS,2003-Q3,1,0.9,0.94
MS,2003-Q4,1,0.95,1.11
MS,2004-Q1,1,1.06,1.1
MS,2004-Q2,0,0.97,0.78
MS,2004-Q3,1,1.03,1.09
MS,2004-Q4,1,1.22,1.29
MS,2005-Q1,0,1.02,0.86
MS,2005-Q2,1,0.6,1.09
MS,2005-Q3,1,1.09,1.64
MS,2005-Q4,1,1.21,1.5
MS,2006-Q1,1,1.43,1.85
MS,2006-Q2,1,1.25,1.75
MS,2006-Q3,1,1.76,2.08
MS,2006-Q4,1,1.93,2.4
MS,2007-Q1,1,2.0,2.45
MS,2007-Q2,0,1.44,1.38
MS,2007-Q3,0,-0.43,-3.61
MS,2007-Q4,1,1.11,1.45
MS,2008-Q1,1,0.94,0.95
MS,2008-Q2,1,0.81,1.32
MS,2008-Q3,0,-0.18,-2.24
MS,2008-Q4,0,-0.44,-1.37
MS,2009-Q3,1,0.28,0.38
MS,2009-Q4,0,0.33,0.14
MS,2010-Q1,1,0.7,0.99
MS,2010-Q2,1,0.63,1.09
MS,2010-Q3,0,0.26,-0.07
MS,2010-Q4,0,0.49,0.41
MS,2011-Q1,1,0.35,0.5
MS,2011-Q2,1,-0.61,-0.38
MS,2011-Q3,1,0.31,1.15
MS,2011-Q4,1,-0.55,-0.15
MS,2012-Q1,1,-0.26,-0.06
MS,2012-Q2,0,0.37,0.29
MS,2012-Q3,0,-0.34,-0.55
MS,2012-Q4,1,0.02,0.25
MS,2013-Q1,0,0.53,0.49
MS,2013-Q2,0,0.42,0.41
MS,2013-Q3,1,0.37,0.45
MS,2013-Q4,0,0.42,0.07
MS,2014-Q1,1,0.59,0.74
MS,2014-Q2,1,0.55,0.94
MS,2014-Q3,1,0.55,0.84
MS,2014-Q4,0,0.75,0.47
MS,2015-Q1,1,0.79,1.18
MS,2015-Q2,1,0.74,0.85
MS,2015-Q3,0,0.64,0.48
MS,2015-Q4,1,0.3,0.39
MS,2016-Q1,1,0.49,0.55
MS,2016-Q2,1,0.59,0.75
MS,2016-Q3,1,0.63,0.81
MS,2016-Q4,1,0.66,0.81
MS,2017-Q1,1,0.9,1.0
MS,2017-Q2,1,0.75,0.87
MS,2017-Q3,1,0.81,0.93
MS,2017-Q4,1,0.09,0.29
MS,2018-Q1,1,1.24,1.45
MS,2018-Q2,1,1.11,1.3
MS,2018-Q3,1,1.02,1.17
MS,2018-Q4,0,0.91,0.8
MS,2019-Q1,1,1.17,1.39
MS,2019-Q2,1,1.13,1.23
